,content,Emotion
140752,ive paired it with a plain white t shirt here which makes it feel a lot more casual and also keeps you warmer in these temperatures,joy
40940,i feel inspired and respected by my bosses i feel valued as a member of a team of great people,joy
50824,i feel like thats not useful or fun at all so i will replace those exotic icons with a destroyer,joy
33789,i feel contented lol a class post count link href http natscottage,joy
104797,i remember a while ago being at a registry office wedding that s the competition of course and feeling a bit superior to find that the public servant marrying the blissful young couple was actually stealing his best lines from the prayer book,joy
52603,i feel like yesterday s post was super long and a mash up of everything i ve been holding in the last few days,joy
78160,i get an anxious feeling i feel xox soon itll be the real thing already so i need to be flawless,joy
5812,i am feeling especially energetic i climb four sets of winding stairs,joy
82939,i have a feeling that our generation is too keen on not being single,joy
56358,i feel pleased at my self sufficiency,joy
94615,i let out a loud moan enjoying the feel of having two gorgeous men all over me,joy
40722,i feel incredibly blessed to be able to take on a new personal challenge and allow the kids to hold onto a lot of what is their comfort zone,joy
66311,i feel thankful that i get to experience such a primal response,joy
1366,i actually feel rather mellow for this,joy
31500,i feel assured than unless bruce or i have somehow left that open that iggy and bitty have a safe place though it has considerably cut the size of their kingdom their free access to the world outside and much human companionship,joy
108307,i start something i feel determined to finish it,joy
90308,i just feel relieved knowing that its all ending and neither of us have to go through it anymore,joy
113414,i thought setting a goal this week to finish those chapters was maybe even a bit too ambitious of me but i was feeling pretty determined,joy
10103,i am not feeling particularly thankful for that celebration,joy
73657,i feel very honored to work with julie and i feel grateful that she is providing an incredible educational experience for the students at sbjhs,joy
106652,i seriously think they feel like they have some sort of divine right to live within our lives and that it is some sort of sin against them to shun them out to keep them from it and to block them out entirely,joy
